order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO51558,,7642.0,2013-01-20,2013-01-27,2013-02-01,159.0,1.0,159.0
SO51559,,9143.0,2013-01-20,2013-01-27,2013-02-01,1120.0,1.0,1120.0
SO51559,,9143.0,2013-01-20,2013-01-27,2013-02-01,25.0,1.0,25.0
SO51559,,9143.0,2013-01-20,2013-01-27,2013-02-01,4.0,1.0,4.0
SO51559,,9143.0,2013-01-20,2013-01-27,2013-02-01,35.0,1.0,35.0
SO51560,,3809.0,2013-01-20,2013-01-27,2013-02-01,540.0,1.0,540.0
SO51560,,3809.0,2013-01-20,2013-01-27,2013-02-01,35.0,1.0,35.0
SO51561,,26.0,2013-01-20,2013-01-27,2013-02-01,2320.0,1.0,2320.0
SO51561,,26.0,2013-01-20,2013-01-27,2013-02-01,22.0,1.0,22.0
SO51561,,26.0,2013-01-20,2013-01-27,2013-02-01,64.0,1.0,64.0
SO51562,,10.0,2013-01-20,2013-01-27,2013-02-01,2295.0,1.0,2295.0
SO51562,,10.0,2013-01-20,2013-01-27,2013-02-01,2.0,1.0,2.0
SO51563,,2049.0,2013-01-20,2013-01-27,2013-02-01,540.0,1.0,540.0
SO51563,,2049.0,2013-01-20,2013-01-27,2013-02-01,5.0,1.0,5.0
SO51563,,2049.0,2013-01-20,2013-01-27,2013-02-01,25.0,1.0,25.0
SO51563,,2049.0,2013-01-20,2013-01-27,2013-02-01,2.0,1.0,2.0
SO51564,,10847.0,2013-01-20,2013-01-27,2013-02-01,742.0,1.0,742.0
SO51564,,10847.0,2013-01-20,2013-01-27,2013-02-01,9.0,1.0,9.0
SO51565,,9623.0,2013-01-20,2013-01-27,2013-02-01,1215.0,1.0,1215.0
SO51565,,9623.0,2013-01-20,2013-01-27,2013-02-01,5.0,1.0,5.0
SO51565,,9623.0,2013-01-20,2013-01-27,2013-02-01,9.0,1.0,9.0
SO51566,,8952.0,2013-01-20,2013-01-27,2013-02-01,2384.0,1.0,2384.0
SO51566,,8952.0,2013-01-20,2013-01-27,2013-02-01,5.0,1.0,5.0
SO51566,,8952.0,2013-01-20,2013-01-27,2013-02-01,9.0,1.0,9.0
SO51567,,,2013-01-20,2013-01-27,2013-02-01,540.0,1.0,540.0
SO51567,,,2013-01-20,2013-01-27,2013-02-01,21.0,1.0,21.0
SO51567,,,2013-01-20,2013-01-27,2013-02-01,2.0,1.0,2.0
SO51568,,5986.0,2013-01-20,2013-01-27,2013-02-01,540.0,1.0,540.0
SO51568,,5986.0,2013-01-20,2013-01-27,2013-02-01,24.0,1.0,24.0
SO51569,,,2013-01-20,2013-01-27,2013-02-01,540.0,1.0,540.0
SO51569,,,2013-01-20,2013-01-27,2013-02-01,9.0,1.0,9.0
SO51569,,,2013-01-20,2013-01-27,2013-02-01,5.0,1.0,5.0
SO51569,,,2013-01-20,2013-01-27,2013-02-01,54.0,1.0,54.0
SO51570,,6997.0,2013-01-20,2013-01-27,2013-02-01,540.0,1.0,540.0
SO51571,,,2013-01-21,2013-01-28,2013-02-02,1215.0,1.0,1215.0
SO51571,,,2013-01-21,2013-01-28,2013-02-02,54.0,1.0,54.0
SO51572,,8297.0,2013-01-21,2013-01-28,2013-02-02,2443.0,1.0,2443.0
SO51572,,8297.0,2013-01-21,2013-01-28,2013-02-02,33.0,1.0,33.0
SO51573,,,2013-01-21,2013-01-28,2013-02-02,2295.0,1.0,2295.0
SO51573,,,2013-01-21,2013-01-28,2013-02-02,35.0,1.0,35.0
SO51574,,829.0,2013-01-21,2013-01-28,2013-02-02,2443.0,1.0,2443.0
SO51574,,829.0,2013-01-21,2013-01-28,2013-02-02,35.0,1.0,35.0
SO51575,,6861.0,2013-01-21,2013-01-28,2013-02-02,2443.0,1.0,2443.0
SO51576,,,2013-01-21,2013-01-28,2013-02-02,2320.0,1.0,2320.0
SO51576,,,2013-01-21,2013-01-28,2013-02-02,55.0,1.0,55.0
SO51577,,43.0,2013-01-21,2013-01-28,2013-02-02,2320.0,1.0,2320.0
SO51578,,12282.0,2013-01-21,2013-01-28,2013-02-02,540.0,1.0,540.0
SO51578,,12282.0,2013-01-21,2013-01-28,2013-02-02,4.0,1.0,4.0
SO51578,,12282.0,2013-01-21,2013-01-28,2013-02-02,21.0,1.0,21.0
SO51578,,12282.0,2013-01-21,2013-01-28,2013-02-02,54.0,1.0,54.0
SO51578,,12282.0,2013-01-21,2013-01-28,2013-02-02,24.0,1.0,24.0
SO51579,,11194.0,2013-01-21,2013-01-28,2013-02-02,540.0,1.0,540.0
SO51579,,11194.0,2013-01-21,2013-01-28,2013-02-02,5.0,1.0,5.0
SO51579,,11194.0,2013-01-21,2013-01-28,2013-02-02,9.0,1.0,9.0
SO51579,,11194.0,2013-01-21,2013-01-28,2013-02-02,9.0,1.0,9.0
SO51580,,3438.0,2013-01-21,2013-01-28,2013-02-02,540.0,1.0,540.0
SO51580,,3438.0,2013-01-21,2013-01-28,2013-02-02,9.0,1.0,9.0
SO51580,,3438.0,2013-01-21,2013-01-28,2013-02-02,5.0,1.0,5.0
SO51581,,8.0,2013-01-21,2013-01-28,2013-02-02,2295.0,1.0,2295.0
SO51581,,8.0,2013-01-21,2013-01-28,2013-02-02,5.0,1.0,5.0
SO51581,,8.0,2013-01-21,2013-01-28,2013-02-02,35.0,1.0,35.0
SO51581,,8.0,2013-01-21,2013-01-28,2013-02-02,22.0,1.0,22.0
SO51581,,8.0,2013-01-21,2013-01-28,2013-02-02,35.0,1.0,35.0
SO51582,,53.0,2013-01-21,2013-01-28,2013-02-02,2295.0,1.0,2295.0
SO51582,,53.0,2013-01-21,2013-01-28,2013-02-02,5.0,1.0,5.0
SO51582,,53.0,2013-01-21,2013-01-28,2013-02-02,35.0,1.0,35.0
SO51582,,53.0,2013-01-21,2013-01-28,2013-02-02,2.0,1.0,2.0
SO51583,,553.0,2013-01-21,2013-01-28,2013-02-02,540.0,1.0,540.0
SO51583,,553.0,2013-01-21,2013-01-28,2013-02-02,35.0,1.0,35.0
SO51584,,6812.0,2013-01-21,2013-01-28,2013-02-02,540.0,1.0,540.0
SO51584,,6812.0,2013-01-21,2013-01-28,2013-02-02,35.0,1.0,35.0
SO51585,,3778.0,2013-01-21,2013-01-28,2013-02-02,1120.0,1.0,1120.0
SO51585,,3778.0,2013-01-21,2013-01-28,2013-02-02,35.0,1.0,35.0
SO51586,,2745.0,2013-01-22,2013-01-29,2013-02-03,2443.0,1.0,2443.0
SO51586,,2745.0,2013-01-22,2013-01-29,2013-02-03,9.0,1.0,9.0
SO51586,,2745.0,2013-01-22,2013-01-29,2013-02-03,5.0,1.0,5.0
SO51586,,2745.0,2013-01-22,2013-01-29,2013-02-03,54.0,1.0,54.0
SO51587,,10318.0,2013-01-22,2013-01-29,2013-02-03,2443.0,1.0,2443.0
SO51587,,10318.0,2013-01-22,2013-01-29,2013-02-03,4.0,1.0,4.0
SO51587,,10318.0,2013-01-22,2013-01-29,2013-02-03,33.0,1.0,33.0
SO51588,,10307.0,2013-01-22,2013-01-29,2013-02-03,2443.0,1.0,2443.0
SO51588,,10307.0,2013-01-22,2013-01-29,2013-02-03,4.0,1.0,4.0
SO51588,,10307.0,2013-01-22,2013-01-29,2013-02-03,33.0,1.0,33.0
SO51588,,10307.0,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51589,,,2013-01-22,2013-01-29,2013-02-03,2295.0,1.0,2295.0
SO51589,,,2013-01-22,2013-01-29,2013-02-03,55.0,1.0,55.0
SO51589,,,2013-01-22,2013-01-29,2013-02-03,24.0,1.0,24.0
SO51590,,,2013-01-22,2013-01-29,2013-02-03,2320.0,1.0,2320.0
SO51590,,,2013-01-22,2013-01-29,2013-02-03,5.0,1.0,5.0
SO51590,,,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51590,,,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51591,,,2013-01-22,2013-01-29,2013-02-03,2320.0,1.0,2320.0
SO51591,,,2013-01-22,2013-01-29,2013-02-03,22.0,1.0,22.0
SO51592,,83.0,2013-01-22,2013-01-29,2013-02-03,2295.0,1.0,2295.0
SO51592,,83.0,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51593,,37.0,2013-01-22,2013-01-29,2013-02-03,2320.0,1.0,2320.0
SO51593,,37.0,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51594,,105.0,2013-01-22,2013-01-29,2013-02-03,2295.0,1.0,2295.0
SO51594,,105.0,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51594,,105.0,2013-01-22,2013-01-29,2013-02-03,5.0,1.0,5.0
SO51595,,5.0,2013-01-22,2013-01-29,2013-02-03,2320.0,1.0,2320.0
SO51595,,5.0,2013-01-22,2013-01-29,2013-02-03,22.0,1.0,22.0
SO51595,,5.0,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51596,,9625.0,2013-01-22,2013-01-29,2013-02-03,1215.0,1.0,1215.0
SO51596,,9625.0,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51597,,,2013-01-22,2013-01-29,2013-02-03,2320.0,1.0,2320.0
SO51597,,,2013-01-22,2013-01-29,2013-02-03,55.0,1.0,55.0
SO51597,,,2013-01-22,2013-01-29,2013-02-03,8.0,1.0,8.0
SO51598,,8942.0,2013-01-22,2013-01-29,2013-02-03,2384.0,1.0,2384.0
SO51599,,8943.0,2013-01-22,2013-01-29,2013-02-03,2384.0,1.0,2384.0
SO51599,,8943.0,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51600,,6800.0,2013-01-22,2013-01-29,2013-02-03,540.0,1.0,540.0
SO51601,,10146.0,2013-01-22,2013-01-29,2013-02-03,540.0,1.0,540.0
SO51602,,,2013-01-22,2013-01-29,2013-02-03,2384.0,1.0,2384.0
SO51602,,,2013-01-22,2013-01-29,2013-02-03,35.0,1.0,35.0
SO51603,,13847.0,2013-01-22,2013-01-29,2013-02-03,1215.0,1.0,1215.0
SO51603,,13847.0,2013-01-22,2013-01-29,2013-02-03,9.0,1.0,9.0
SO51604,,,2013-01-23,2013-01-30,2013-02-04,2320.0,1.0,2320.0
SO51604,,,2013-01-23,2013-01-30,2013-02-04,10.0,1.0,10.0
SO51605,,5594.0,2013-01-23,2013-01-30,2013-02-04,1701.0,1.0,1701.0
SO51605,,5594.0,2013-01-23,2013-01-30,2013-02-04,25.0,1.0,25.0
SO51605,,5594.0,2013-01-23,2013-01-30,2013-02-04,4.0,1.0,4.0
SO51605,,5594.0,2013-01-23,2013-01-30,2013-02-04,35.0,1.0,35.0
SO51606,,5577.0,2013-01-23,2013-01-30,2013-02-04,1701.0,1.0,1701.0
SO51607,,1337.0,2013-01-23,2013-01-30,2013-02-04,1701.0,1.0,1701.0
SO51608,,,2013-01-23,2013-01-30,2013-02-04,769.0,1.0,769.0
SO51608,,,2013-01-23,2013-01-30,2013-02-04,8.0,1.0,8.0
SO51609,,,2013-01-23,2013-01-30,2013-02-04,769.0,1.0,769.0
SO51609,,,2013-01-23,2013-01-30,2013-02-04,5.0,1.0,5.0
SO51609,,,2013-01-23,2013-01-30,2013-02-04,30.0,1.0,30.0
SO51609,,,2013-01-23,2013-01-30,2013-02-04,2.0,1.0,2.0
SO51610,,22.0,2013-01-23,2013-01-30,2013-02-04,2295.0,1.0,2295.0
SO51610,,22.0,2013-01-23,2013-01-30,2013-02-04,22.0,1.0,22.0
SO51610,,22.0,2013-01-23,2013-01-30,2013-02-04,55.0,1.0,55.0
SO51611,,3440.0,2013-01-23,2013-01-30,2013-02-04,540.0,1.0,540.0
SO51611,,3440.0,2013-01-23,2013-01-30,2013-02-04,9.0,1.0,9.0
SO51611,,3440.0,2013-01-23,2013-01-30,2013-02-04,5.0,1.0,5.0
SO51611,,3440.0,2013-01-23,2013-01-30,2013-02-04,54.0,1.0,54.0
SO51612,,6.0,2013-01-23,2013-01-30,2013-02-04,2320.0,1.0,2320.0
SO51612,,6.0,2013-01-23,2013-01-30,2013-02-04,35.0,1.0,35.0
SO51612,,6.0,2013-01-23,2013-01-30,2013-02-04,5.0,1.0,5.0
SO51612,,6.0,2013-01-23,2013-01-30,2013-02-04,2.0,1.0,2.0
SO51613,,636.0,2013-01-23,2013-01-30,2013-02-04,742.0,1.0,742.0
SO51613,,636.0,2013-01-23,2013-01-30,2013-02-04,9.0,1.0,9.0
SO51613,,636.0,2013-01-23,2013-01-30,2013-02-04,5.0,1.0,5.0
SO51614,,10846.0,2013-01-23,2013-01-30,2013-02-04,742.0,1.0,742.0
SO51614,,10846.0,2013-01-23,2013-01-30,2013-02-04,54.0,1.0,54.0
SO51615,,8958.0,2013-01-23,2013-01-30,2013-02-04,2384.0,1.0,2384.0
SO51615,,8958.0,2013-01-23,2013-01-30,2013-02-04,9.0,1.0,9.0
SO51616,,6004.0,2013-01-23,2013-01-30,2013-02-04,540.0,1.0,540.0
SO51616,,6004.0,2013-01-23,2013-01-30,2013-02-04,9.0,1.0,9.0
SO51616,,6004.0,2013-01-23,2013-01-30,2013-02-04,5.0,1.0,5.0
SO51616,,6004.0,2013-01-23,2013-01-30,2013-02-04,2.0,1.0,2.0
SO51617,,6979.0,2013-01-23,2013-01-30,2013-02-04,540.0,1.0,540.0
SO51617,,6979.0,2013-01-23,2013-01-30,2013-02-04,9.0,1.0,9.0
SO51617,,6979.0,2013-01-23,2013-01-30,2013-02-04,5.0,1.0,5.0
SO51617,,6979.0,2013-01-23,2013-01-30,2013-02-04,35.0,1.0,35.0
SO51617,,6979.0,2013-01-23,2013-01-30,2013-02-04,9.0,1.0,9.0
SO51618,,13203.0,2013-01-23,2013-01-30,2013-02-04,540.0,1.0,540.0
SO51619,,5370.0,2013-01-24,2013-01-31,2013-02-05,1701.0,1.0,1701.0
SO51619,,5370.0,2013-01-24,2013-01-31,2013-02-05,50.0,1.0,50.0
SO51620,,5578.0,2013-01-24,2013-01-31,2013-02-05,1701.0,1.0,1701.0
SO51620,,5578.0,2013-01-24,2013-01-31,2013-02-05,25.0,1.0,25.0
SO51620,,5578.0,2013-01-24,2013-01-31,2013-02-05,4.0,1.0,4.0
SO51620,,5578.0,2013-01-24,2013-01-31,2013-02-05,54.0,1.0,54.0
SO51621,,2487.0,2013-01-24,2013-01-31,2013-02-05,769.0,1.0,769.0
SO51621,,2487.0,2013-01-24,2013-01-31,2013-02-05,50.0,1.0,50.0
SO51622,,,2013-01-24,2013-01-31,2013-02-05,540.0,1.0,540.0
SO51622,,,2013-01-24,2013-01-31,2013-02-05,22.0,1.0,22.0
SO51622,,,2013-01-24,2013-01-31,2013-02-05,50.0,1.0,50.0
SO51623,,6983.0,2013-01-24,2013-01-31,2013-02-05,2443.0,1.0,2443.0
SO51623,,6983.0,2013-01-24,2013-01-31,2013-02-05,33.0,1.0,33.0
SO51623,,6983.0,2013-01-24,2013-01-31,2013-02-05,4.0,1.0,4.0
SO51623,,6983.0,2013-01-24,2013-01-31,2013-02-05,2.0,1.0,2.0
SO51623,,6983.0,2013-01-24,2013-01-31,2013-02-05,8.0,1.0,8.0
SO51624,,6395.0,2013-01-24,2013-01-31,2013-02-05,2443.0,1.0,2443.0
SO51624,,6395.0,2013-01-24,2013-01-31,2013-02-05,9.0,1.0,9.0
SO51624,,6395.0,2013-01-24,2013-01-31,2013-02-05,35.0,1.0,35.0
SO51625,,3495.0,2013-01-24,2013-01-31,2013-02-05,565.0,1.0,565.0
SO51625,,3495.0,2013-01-24,2013-01-31,2013-02-05,22.0,1.0,22.0
SO51625,,3495.0,2013-01-24,2013-01-31,2013-02-05,2.0,1.0,2.0
SO51626,,,2013-01-24,2013-01-31,2013-02-05,565.0,1.0,565.0
SO51626,,,2013-01-24,2013-01-31,2013-02-05,10.0,1.0,10.0
SO51627,,12744.0,2013-01-24,2013-01-31,2013-02-05,2384.0,1.0,2384.0
SO51627,,12744.0,2013-01-24,2013-01-31,2013-02-05,5.0,1.0,5.0
SO51627,,12744.0,2013-01-24,2013-01-31,2013-02-05,9.0,1.0,9.0
SO51628,,3807.0,2013-01-24,2013-01-31,2013-02-05,540.0,1.0,540.0
SO51629,,,2013-01-24,2013-01-31,2013-02-05,2320.0,1.0,2320.0
SO51629,,,2013-01-24,2013-01-31,2013-02-05,22.0,1.0,22.0
SO51629,,,2013-01-24,2013-01-31,2013-02-05,35.0,1.0,35.0
SO51630,,3737.0,2013-01-24,2013-01-31,2013-02-05,1120.0,1.0,1120.0
SO51630,,3737.0,2013-01-24,2013-01-31,2013-02-05,9.0,1.0,9.0
SO51630,,3737.0,2013-01-24,2013-01-31,2013-02-05,5.0,1.0,5.0
SO51631,,3749.0,2013-01-24,2013-01-31,2013-02-05,1120.0,1.0,1120.0
SO51632,,3960.0,2013-01-24,2013-01-31,2013-02-05,1120.0,1.0,1120.0
SO51633,,3864.0,2013-01-24,2013-01-31,2013-02-05,1120.0,1.0,1120.0
SO51634,,,2013-01-24,2013-01-31,2013-02-05,742.0,1.0,742.0
SO51634,,,2013-01-24,2013-01-31,2013-02-05,9.0,1.0,9.0
SO51635,,2780.0,2013-01-25,2013-02-01,2013-02-06,2443.0,1.0,2443.0
SO51635,,2780.0,2013-01-25,2013-02-01,2013-02-06,33.0,1.0,33.0
SO51635,,2780.0,2013-01-25,2013-02-01,2013-02-06,64.0,1.0,64.0
SO51635,,2780.0,2013-01-25,2013-02-01,2013-02-06,4.0,1.0,4.0
SO51636,,2776.0,2013-01-25,2013-02-01,2013-02-06,2443.0,1.0,2443.0
SO51636,,2776.0,2013-01-25,2013-02-01,2013-02-06,9.0,1.0,9.0
SO51637,,8640.0,2013-01-25,2013-02-01,2013-02-06,1701.0,1.0,1701.0
SO51637,,8640.0,2013-01-25,2013-02-01,2013-02-06,54.0,1.0,54.0
SO51637,,8640.0,2013-01-25,2013-02-01,2013-02-06,24.0,1.0,24.0
SO51638,,,2013-01-25,2013-02-01,2013-02-06,769.0,1.0,769.0
SO51638,,,2013-01-25,2013-02-01,2013-02-06,50.0,1.0,50.0
SO51639,,168.0,2013-01-25,2013-02-01,2013-02-06,769.0,1.0,769.0
SO51639,,168.0,2013-01-25,2013-02-01,2013-02-06,30.0,1.0,30.0
SO51639,,168.0,2013-01-25,2013-02-01,2013-02-06,5.0,1.0,5.0
SO51639,,168.0,2013-01-25,2013-02-01,2013-02-06,2.0,1.0,2.0
SO51640,,5260.0,2013-01-25,2013-02-01,2013-02-06,769.0,1.0,769.0
SO51640,,5260.0,2013-01-25,2013-02-01,2013-02-06,50.0,1.0,50.0
SO51641,,,2013-01-25,2013-02-01,2013-02-06,2295.0,1.0,2295.0
SO51641,,,2013-01-25,2013-02-01,2013-02-06,35.0,1.0,35.0
SO51642,,,2013-01-25,2013-02-01,2013-02-06,2320.0,1.0,2320.0
SO51642,,,2013-01-25,2013-02-01,2013-02-06,55.0,1.0,55.0
SO51642,,,2013-01-25,2013-02-01,2013-02-06,54.0,1.0,54.0
SO51643,,3899.0,2013-01-25,2013-02-01,2013-02-06,2443.0,1.0,2443.0
SO51643,,3899.0,2013-01-25,2013-02-01,2013-02-06,35.0,1.0,35.0
SO51644,,,2013-01-25,2013-02-01,2013-02-06,2443.0,1.0,2443.0
SO51645,,,2013-01-25,2013-02-01,2013-02-06,565.0,1.0,565.0
SO51645,,,2013-01-25,2013-02-01,2013-02-06,10.0,1.0,10.0
SO51645,,,2013-01-25,2013-02-01,2013-02-06,5.0,1.0,5.0
SO51645,,,2013-01-25,2013-02-01,2013-02-06,64.0,1.0,64.0
SO51646,,65.0,2013-01-25,2013-02-01,2013-02-06,2295.0,1.0,2295.0
SO51646,,65.0,2013-01-25,2013-02-01,2013-02-06,10.0,1.0,10.0
SO51647,,145.0,2013-01-25,2013-02-01,2013-02-06,2295.0,1.0,2295.0
SO51647,,145.0,2013-01-25,2013-02-01,2013-02-06,55.0,1.0,55.0
SO51647,,145.0,2013-01-25,2013-02-01,2013-02-06,50.0,1.0,50.0
SO51648,,146.0,2013-01-25,2013-02-01,2013-02-06,2295.0,1.0,2295.0
SO51648,,146.0,2013-01-25,2013-02-01,2013-02-06,10.0,1.0,10.0
SO51648,,146.0,2013-01-25,2013-02-01,2013-02-06,5.0,1.0,5.0
SO51649,,125.0,2013-01-25,2013-02-01,2013-02-06,2295.0,1.0,2295.0
SO51649,,125.0,2013-01-25,2013-02-01,2013-02-06,10.0,1.0,10.0
SO51649,,125.0,2013-01-25,2013-02-01,2013-02-06,5.0,1.0,5.0
SO51650,,12.0,2013-01-25,2013-02-01,2013-02-06,2295.0,1.0,2295.0
SO51651,,78.0,2013-01-25,2013-02-01,2013-02-06,2320.0,1.0,2320.0
SO51651,,78.0,2013-01-25,2013-02-01,2013-02-06,55.0,1.0,55.0
SO51652,,,2013-01-25,2013-02-01,2013-02-06,2320.0,1.0,2320.0
SO51652,,,2013-01-25,2013-02-01,2013-02-06,5.0,1.0,5.0
SO51652,,,2013-01-25,2013-02-01,2013-02-06,35.0,1.0,35.0
SO51652,,,2013-01-25,2013-02-01,2013-02-06,2.0,1.0,2.0
SO51652,,,2013-01-25,2013-02-01,2013-02-06,8.0,1.0,8.0
SO51653,,13583.0,2013-01-25,2013-02-01,2013-02-06,2384.0,1.0,2384.0
SO51653,,13583.0,2013-01-25,2013-02-01,2013-02-06,35.0,1.0,35.0
SO51654,,8971.0,2013-01-25,2013-02-01,2013-02-06,2384.0,1.0,2384.0
SO51654,,8971.0,2013-01-25,2013-02-01,2013-02-06,29.0,1.0,29.0
SO51654,,8971.0,2013-01-25,2013-02-01,2013-02-06,5.0,1.0,5.0
SO51654,,8971.0,2013-01-25,2013-02-01,2013-02-06,24.0,1.0,24.0
SO51655,,6114.0,2013-01-25,2013-02-01,2013-02-06,540.0,1.0,540.0
SO51655,,6114.0,2013-01-25,2013-02-01,2013-02-06,9.0,1.0,9.0
SO51656,,9199.0,2013-01-25,2013-02-01,2013-02-06,540.0,1.0,540.0
SO51656,,9199.0,2013-01-25,2013-02-01,2013-02-06,64.0,1.0,64.0
SO51657,,3707.0,2013-01-25,2013-02-01,2013-02-06,1120.0,1.0,1120.0
SO51657,,3707.0,2013-01-25,2013-02-01,2013-02-06,50.0,1.0,50.0
SO51658,,,2013-01-25,2013-02-01,2013-02-06,2384.0,1.0,2384.0
SO51658,,,2013-01-25,2013-02-01,2013-02-06,35.0,1.0,35.0
SO51659,,,2013-01-25,2013-02-01,2013-02-06,742.0,1.0,742.0
SO51659,,,2013-01-25,2013-02-01,2013-02-06,9.0,1.0,9.0
SO51660,,,2013-01-26,2013-02-02,2013-02-07,2320.0,1.0,2320.0
SO51660,,,2013-01-26,2013-02-02,2013-02-07,10.0,1.0,10.0
SO51660,,,2013-01-26,2013-02-02,2013-02-07,5.0,1.0,5.0
SO51660,,,2013-01-26,2013-02-02,2013-02-07,35.0,1.0,35.0
SO51661,,5375.0,2013-01-26,2013-02-02,2013-02-07,1701.0,1.0,1701.0
SO51661,,5375.0,2013-01-26,2013-02-02,2013-02-07,25.0,1.0,25.0
SO51661,,5375.0,2013-01-26,2013-02-02,2013-02-07,4.0,1.0,4.0
SO51661,,5375.0,2013-01-26,2013-02-02,2013-02-07,35.0,1.0,35.0
SO51662,,10920.0,2013-01-26,2013-02-02,2013-02-07,2443.0,1.0,2443.0
SO51663,,865.0,2013-01-26,2013-02-02,2013-02-07,2443.0,1.0,2443.0
SO51663,,865.0,2013-01-26,2013-02-02,2013-02-07,9.0,1.0,9.0
SO51663,,865.0,2013-01-26,2013-02-02,2013-02-07,5.0,1.0,5.0
SO51663,,865.0,2013-01-26,2013-02-02,2013-02-07,9.0,1.0,9.0
SO51664,,,2013-01-26,2013-02-02,2013-02-07,769.0,1.0,769.0
SO51664,,,2013-01-26,2013-02-02,2013-02-07,30.0,1.0,30.0
SO51664,,,2013-01-26,2013-02-02,2013-02-07,5.0,1.0,5.0
SO51664,,,2013-01-26,2013-02-02,2013-02-07,2.0,1.0,2.0
SO51665,,,2013-01-26,2013-02-02,2013-02-07,2320.0,1.0,2320.0
SO51665,,,2013-01-26,2013-02-02,2013-02-07,22.0,1.0,22.0
SO51666,,3802.0,2013-01-26,2013-02-02,2013-02-07,540.0,1.0,540.0
SO51666,,3802.0,2013-01-26,2013-02-02,2013-02-07,5.0,1.0,5.0
SO51666,,3802.0,2013-01-26,2013-02-02,2013-02-07,9.0,1.0,9.0
SO51667,,70.0,2013-01-26,2013-02-02,2013-02-07,2320.0,1.0,2320.0
SO51668,,102.0,2013-01-26,2013-02-02,2013-02-07,2320.0,1.0,2320.0
SO51668,,102.0,2013-01-26,2013-02-02,2013-02-07,120.0,1.0,120.0
SO51669,,10844.0,2013-01-26,2013-02-02,2013-02-07,9.0,1.0,9.0
SO51669,,10844.0,2013-01-26,2013-02-02,2013-02-07,742.0,1.0,742.0
SO51670,,8959.0,2013-01-26,2013-02-02,2013-02-07,2384.0,1.0,2384.0
SO51670,,8959.0,2013-01-26,2013-02-02,2013-02-07,9.0,1.0,9.0
SO51670,,8959.0,2013-01-26,2013-02-02,2013-02-07,54.0,1.0,54.0
SO51671,,6936.0,2013-01-26,2013-02-02,2013-02-07,540.0,1.0,540.0
SO51672,,3973.0,2013-01-27,2013-02-03,2013-02-08,2443.0,1.0,2443.0
SO51672,,3973.0,2013-01-27,2013-02-03,2013-02-08,9.0,1.0,9.0
SO51672,,3973.0,2013-01-27,2013-02-03,2013-02-08,5.0,1.0,5.0
SO51673,,938.0,2013-01-27,2013-02-03,2013-02-08,2443.0,1.0,2443.0
SO51673,,938.0,2013-01-27,2013-02-03,2013-02-08,33.0,1.0,33.0
SO51673,,938.0,2013-01-27,2013-02-03,2013-02-08,4.0,1.0,4.0
SO51673,,938.0,2013-01-27,2013-02-03,2013-02-08,35.0,1.0,35.0
SO51674,,8135.0,2013-01-27,2013-02-03,2013-02-08,2443.0,1.0,2443.0
SO51674,,8135.0,2013-01-27,2013-02-03,2013-02-08,4.0,1.0,4.0
SO51674,,8135.0,2013-01-27,2013-02-03,2013-02-08,33.0,1.0,33.0
SO51674,,8135.0,2013-01-27,2013-02-03,2013-02-08,2.0,1.0,2.0
SO51675,,,2013-01-27,2013-02-03,2013-02-08,540.0,1.0,540.0
SO51675,,,2013-01-27,2013-02-03,2013-02-08,10.0,1.0,10.0
SO51675,,,2013-01-27,2013-02-03,2013-02-08,5.0,1.0,5.0
SO51676,,4575.0,2013-01-27,2013-02-03,2013-02-08,2443.0,1.0,2443.0
SO51676,,4575.0,2013-01-27,2013-02-03,2013-02-08,33.0,1.0,33.0
SO51676,,4575.0,2013-01-27,2013-02-03,2013-02-08,120.0,1.0,120.0
SO51677,,,2013-01-27,2013-02-03,2013-02-08,2320.0,1.0,2320.0
SO51677,,,2013-01-27,2013-02-03,2013-02-08,35.0,1.0,35.0
SO51678,,,2013-01-27,2013-02-03,2013-02-08,2295.0,1.0,2295.0
SO51678,,,2013-01-27,2013-02-03,2013-02-08,35.0,1.0,35.0
SO51679,,91.0,2013-01-27,2013-02-03,2013-02-08,2295.0,1.0,2295.0
SO51679,,91.0,2013-01-27,2013-02-03,2013-02-08,55.0,1.0,55.0
SO51679,,91.0,2013-01-27,2013-02-03,2013-02-08,24.0,1.0,24.0
SO51680,,,2013-01-27,2013-02-03,2013-02-08,742.0,1.0,742.0
SO51680,,,2013-01-27,2013-02-03,2013-02-08,35.0,1.0,35.0
SO51681,,,2013-01-27,2013-02-03,2013-02-08,742.0,1.0,742.0
SO51681,,,2013-01-27,2013-02-03,2013-02-08,9.0,1.0,9.0
SO51682,,58.0,2013-01-27,2013-02-03,2013-02-08,2320.0,1.0,2320.0
SO51683,,96.0,2013-01-27,2013-02-03,2013-02-08,2295.0,1.0,2295.0
