order_number,order_date,sales_amount,quantity,price,category,country,customer_id,shipping_days
SO54680,2013-03-19,4.0,1.0,4.0,,United States,AW00023795,7.0
SO54680,2013-03-19,33.0,1.0,33.0,,United States,AW00023795,7.0
SO54680,2013-03-19,35.0,1.0,35.0,,United States,AW00023795,7.0
SO54681,2013-03-19,30.0,1.0,30.0,,United States,AW00023722,7.0
SO54681,2013-03-19,2.0,1.0,2.0,,United States,AW00023722,7.0
SO54682,2013-03-19,9.0,1.0,9.0,,Canada,AW00018391,7.0
SO54682,2013-03-19,70.0,1.0,70.0,,Canada,AW00018391,7.0
SO54683,2013-03-19,5.0,1.0,5.0,,Canada,AW00025265,7.0
SO54683,2013-03-19,50.0,1.0,50.0,,Canada,AW00025265,7.0
SO54684,2013-03-19,5.0,1.0,5.0,,United States,AW00017169,7.0
SO54685,2013-03-19,22.0,1.0,22.0,,,,7.0
SO54685,2013-03-19,24.0,1.0,24.0,,,,7.0
SO54686,2013-03-19,33.0,1.0,33.0,,,,7.0
SO54687,2013-03-19,33.0,1.0,33.0,,,,7.0
SO54688,2013-03-19,5.0,1.0,5.0,,France,AW00017842,7.0
SO54688,2013-03-19,30.0,1.0,30.0,,France,AW00017842,7.0
SO54688,2013-03-19,2.0,1.0,2.0,,France,AW00017842,7.0
SO54689,2013-03-19,21.0,1.0,21.0,,United Kingdom,AW00028896,7.0
SO54690,2013-03-19,4.0,1.0,4.0,,United Kingdom,AW00027841,7.0
SO54690,2013-03-19,21.0,1.0,21.0,,United Kingdom,AW00027841,7.0
SO54690,2013-03-19,35.0,1.0,35.0,,United Kingdom,AW00027841,7.0
SO54691,2013-03-19,5.0,1.0,5.0,,United Kingdom,AW00022569,7.0
SO54691,2013-03-19,35.0,1.0,35.0,,United Kingdom,AW00022569,7.0
SO54691,2013-03-19,9.0,1.0,9.0,,United Kingdom,AW00022569,7.0
SO54692,2013-03-19,29.0,1.0,29.0,,France,AW00023918,7.0
SO54692,2013-03-19,5.0,1.0,5.0,,France,AW00023918,7.0
SO54692,2013-03-19,35.0,1.0,35.0,,France,AW00023918,7.0
SO54693,2013-03-19,5.0,1.0,5.0,,United Kingdom,AW00017101,7.0
SO54693,2013-03-19,55.0,1.0,55.0,,United Kingdom,AW00017101,7.0
SO54693,2013-03-19,35.0,1.0,35.0,,United Kingdom,AW00017101,7.0
SO54694,2013-03-19,5.0,1.0,5.0,,United States,AW00011140,7.0
SO54694,2013-03-19,35.0,1.0,35.0,,United States,AW00011140,7.0
SO54695,2013-03-19,35.0,1.0,35.0,,,,7.0
SO54695,2013-03-19,5.0,1.0,5.0,,,,7.0
SO54695,2013-03-19,35.0,1.0,35.0,,,,7.0
SO54695,2013-03-19,54.0,1.0,54.0,,,,7.0
SO54696,2013-03-19,35.0,1.0,35.0,,,,7.0
SO54696,2013-03-19,5.0,1.0,5.0,,,,7.0
SO54696,2013-03-19,2.0,1.0,2.0,,,,7.0
SO54697,2013-03-19,22.0,1.0,22.0,,,,7.0
SO54697,2013-03-19,120.0,1.0,120.0,,,,7.0
SO54698,2013-03-19,50.0,1.0,50.0,,,,7.0
SO54698,2013-03-19,9.0,1.0,9.0,,,,7.0
SO54699,2013-03-19,35.0,1.0,35.0,,,,7.0
SO54699,2013-03-19,50.0,1.0,50.0,,,,7.0
SO54700,2013-03-19,1701.0,1.0,1701.0,,United States,AW00016895,7.0
SO54700,2013-03-19,35.0,1.0,35.0,,United States,AW00016895,7.0
SO54700,2013-03-19,24.0,1.0,24.0,,United States,AW00016895,7.0
SO54701,2013-03-19,2443.0,1.0,2443.0,,Canada,AW00016363,7.0
SO54701,2013-03-19,9.0,1.0,9.0,,Canada,AW00016363,7.0
SO54701,2013-03-19,5.0,1.0,5.0,,Canada,AW00016363,7.0
SO54701,2013-03-19,24.0,1.0,24.0,,Canada,AW00016363,7.0
SO54702,2013-03-19,769.0,1.0,769.0,,,,7.0
SO54702,2013-03-19,10.0,1.0,10.0,,,,7.0
SO54702,2013-03-19,5.0,1.0,5.0,,,,7.0
SO54702,2013-03-19,35.0,1.0,35.0,,,,7.0
SO54703,2013-03-19,2295.0,1.0,2295.0,,,,7.0
SO54703,2013-03-19,120.0,1.0,120.0,,,,7.0
SO54704,2013-03-19,1701.0,1.0,1701.0,,Australia,AW00018722,7.0
SO54704,2013-03-19,54.0,1.0,54.0,,Australia,AW00018722,7.0
SO54705,2013-03-19,2384.0,1.0,2384.0,,Australia,AW00011007,7.0
SO54705,2013-03-19,35.0,1.0,35.0,,Australia,AW00011007,7.0
SO54706,2013-03-19,2384.0,1.0,2384.0,,Australia,AW00011011,7.0
SO54706,2013-03-19,54.0,1.0,54.0,,Australia,AW00011011,7.0
SO54707,2013-03-19,1215.0,1.0,1215.0,,Canada,AW00023267,7.0
SO54707,2013-03-19,9.0,1.0,9.0,,Canada,AW00023267,7.0
SO54707,2013-03-19,5.0,1.0,5.0,,Canada,AW00023267,7.0
SO54707,2013-03-19,55.0,1.0,55.0,,Canada,AW00023267,7.0
SO54708,2013-03-19,9.0,1.0,9.0,,United States,AW00025339,7.0
SO54708,2013-03-19,1215.0,1.0,1215.0,,United States,AW00025339,7.0
SO54709,2013-03-19,9.0,1.0,9.0,,Canada,AW00029256,7.0
SO54709,2013-03-19,2384.0,1.0,2384.0,,Canada,AW00029256,7.0
SO54710,2013-03-19,1120.0,1.0,1120.0,,United States,AW00019547,7.0
SO54710,2013-03-19,35.0,1.0,35.0,,United States,AW00019547,7.0
SO54710,2013-03-19,24.0,1.0,24.0,,United States,AW00019547,7.0
SO54711,2013-03-19,1120.0,1.0,1120.0,,Canada,AW00018571,7.0
SO54712,2013-03-19,540.0,1.0,540.0,,Germany,AW00022478,7.0
SO54712,2013-03-19,9.0,1.0,9.0,,Germany,AW00022478,7.0
SO54712,2013-03-19,5.0,1.0,5.0,,Germany,AW00022478,7.0
SO54713,2013-03-19,540.0,1.0,540.0,,United Kingdom,AW00025739,7.0
SO54714,2013-03-19,2384.0,1.0,2384.0,,,,7.0
SO54714,2013-03-19,35.0,1.0,35.0,,,,7.0
SO54715,2013-03-19,2384.0,1.0,2384.0,,France,AW00024110,7.0
SO54715,2013-03-19,9.0,1.0,9.0,,France,AW00024110,7.0
SO54716,2013-03-20,1120.0,1.0,1120.0,,Australia,AW00024904,7.0
SO54716,2013-03-20,4.0,1.0,4.0,,Australia,AW00024904,7.0
SO54716,2013-03-20,25.0,1.0,25.0,,Australia,AW00024904,7.0
SO54716,2013-03-20,50.0,1.0,50.0,,Australia,AW00024904,7.0
SO54717,2013-03-20,25.0,1.0,25.0,,,,7.0
SO54717,2013-03-20,2.0,1.0,2.0,,,,7.0
SO54718,2013-03-20,30.0,1.0,30.0,,,,7.0
SO54719,2013-03-20,5.0,1.0,5.0,,Australia,AW00024589,7.0
SO54719,2013-03-20,55.0,1.0,55.0,,Australia,AW00024589,7.0
SO54719,2013-03-20,9.0,1.0,9.0,,Australia,AW00024589,7.0
SO54720,2013-03-20,5.0,1.0,5.0,,Australia,AW00022945,7.0
SO54720,2013-03-20,8.0,1.0,8.0,,Australia,AW00022945,7.0
SO54721,2013-03-20,35.0,1.0,35.0,,Australia,AW00017306,7.0
SO54722,2013-03-20,9.0,1.0,9.0,,Australia,AW00018190,7.0
SO54723,2013-03-20,9.0,1.0,9.0,,,,7.0
SO54724,2013-03-20,2295.0,1.0,2295.0,,,,7.0
SO54724,2013-03-20,22.0,1.0,22.0,,,,7.0
SO54724,2013-03-20,2.0,1.0,2.0,,,,7.0
SO54725,2013-03-20,4.0,1.0,4.0,,United States,AW00027375,7.0
SO54725,2013-03-20,2.0,1.0,2.0,,United States,AW00027375,7.0
SO54726,2013-03-20,21.0,1.0,21.0,,United States,AW00027509,7.0
SO54726,2013-03-20,4.0,1.0,4.0,,United States,AW00027509,7.0
SO54726,2013-03-20,35.0,1.0,35.0,,United States,AW00027509,7.0
SO54727,2013-03-20,5.0,1.0,5.0,,United States,AW00026472,7.0
SO54727,2013-03-20,25.0,1.0,25.0,,United States,AW00026472,7.0
SO54727,2013-03-20,35.0,1.0,35.0,,United States,AW00026472,7.0
SO54727,2013-03-20,50.0,1.0,50.0,,United States,AW00026472,7.0
SO54728,2013-03-20,5.0,1.0,5.0,,United States,AW00027055,7.0
SO54728,2013-03-20,29.0,1.0,29.0,,United States,AW00027055,7.0
SO54729,2013-03-20,5.0,1.0,5.0,,,,7.0
SO54729,2013-03-20,30.0,1.0,30.0,,,,7.0
SO54729,2013-03-20,2.0,1.0,2.0,,,,7.0
SO54730,2013-03-20,30.0,1.0,30.0,,United States,AW00023405,7.0
SO54730,2013-03-20,5.0,1.0,5.0,,United States,AW00023405,7.0
SO54730,2013-03-20,35.0,1.0,35.0,,United States,AW00023405,7.0
SO54731,2013-03-20,30.0,1.0,30.0,,Canada,AW00016005,7.0
SO54731,2013-03-20,2.0,1.0,2.0,,Canada,AW00016005,7.0
SO54732,2013-03-20,5.0,1.0,5.0,,Canada,AW00015943,7.0
SO54732,2013-03-20,30.0,1.0,30.0,,Canada,AW00015943,7.0
SO54732,2013-03-20,120.0,1.0,120.0,,Canada,AW00015943,7.0
SO54733,2013-03-20,10.0,1.0,10.0,,Canada,AW00017026,7.0
SO54733,2013-03-20,5.0,1.0,5.0,,Canada,AW00017026,7.0
SO54733,2013-03-20,50.0,1.0,50.0,,Canada,AW00017026,7.0
SO54733,2013-03-20,24.0,1.0,24.0,,Canada,AW00017026,7.0
SO54734,2013-03-20,70.0,1.0,70.0,,,AW00021240,7.0
SO54734,2013-03-20,50.0,1.0,50.0,,,AW00021240,7.0
SO54735,2013-03-20,5.0,1.0,5.0,,,,7.0
SO54735,2013-03-20,10.0,1.0,10.0,,,,7.0
SO54736,2013-03-20,10.0,1.0,10.0,,United States,AW00022023,7.0
SO54736,2013-03-20,5.0,1.0,5.0,,United States,AW00022023,7.0
SO54736,2013-03-20,55.0,1.0,55.0,,United States,AW00022023,7.0
SO54736,2013-03-20,9.0,1.0,9.0,,United States,AW00022023,7.0
SO54737,2013-03-20,5.0,1.0,5.0,,United States,AW00017260,7.0
SO54737,2013-03-20,35.0,1.0,35.0,,United States,AW00017260,7.0
SO54738,2013-03-20,5.0,1.0,5.0,,United States,AW00017485,7.0
SO54738,2013-03-20,22.0,1.0,22.0,,United States,AW00017485,7.0
SO54738,2013-03-20,50.0,1.0,50.0,,United States,AW00017485,7.0
SO54739,2013-03-20,5.0,1.0,5.0,,Canada,AW00027196,7.0
SO54739,2013-03-20,64.0,1.0,64.0,,Canada,AW00027196,7.0
SO54740,2013-03-20,5.0,1.0,5.0,,,,7.0
SO54740,2013-03-20,35.0,1.0,35.0,,,,7.0
SO54741,2013-03-20,5.0,1.0,5.0,,United States,AW00016355,7.0
SO54741,2013-03-20,35.0,1.0,35.0,,United States,AW00016355,7.0
SO54741,2013-03-20,50.0,1.0,50.0,,United States,AW00016355,7.0
SO54742,2013-03-20,22.0,1.0,22.0,,,,7.0
SO54742,2013-03-20,35.0,1.0,35.0,,,,7.0
SO54743,2013-03-20,70.0,1.0,70.0,,,,7.0
SO54743,2013-03-20,9.0,1.0,9.0,,,,7.0
SO54744,2013-03-20,5.0,1.0,5.0,,United Kingdom,AW00016437,7.0
SO54744,2013-03-20,35.0,1.0,35.0,,United Kingdom,AW00016437,7.0
SO54745,2013-03-20,22.0,1.0,22.0,,,,7.0
SO54745,2013-03-20,2.0,1.0,2.0,,,,7.0
SO54746,2013-03-20,25.0,1.0,25.0,,United Kingdom,AW00017785,7.0
SO54746,2013-03-20,2.0,1.0,2.0,,United Kingdom,AW00017785,7.0
SO54747,2013-03-20,70.0,1.0,70.0,,,,7.0
SO54747,2013-03-20,54.0,1.0,54.0,,,,7.0
SO54748,2013-03-20,33.0,1.0,33.0,,,,7.0
SO54748,2013-03-20,4.0,1.0,4.0,,,,7.0
SO54749,2013-03-20,4.0,1.0,4.0,,United Kingdom,AW00025686,7.0
SO54749,2013-03-20,2.0,1.0,2.0,,United Kingdom,AW00025686,7.0
SO54750,2013-03-20,25.0,1.0,25.0,,,,7.0
SO54751,2013-03-20,5.0,1.0,5.0,,,,7.0
SO54751,2013-03-20,35.0,1.0,35.0,,,,7.0
SO54752,2013-03-20,21.0,1.0,21.0,,France,AW00022527,7.0
SO54752,2013-03-20,54.0,1.0,54.0,,France,AW00022527,7.0
SO54753,2013-03-20,4.0,1.0,4.0,,France,AW00024567,7.0
SO54753,2013-03-20,2.0,1.0,2.0,,France,AW00024567,7.0
SO54754,2013-03-20,35.0,1.0,35.0,,,,7.0
SO54754,2013-03-20,22.0,1.0,22.0,,,,7.0
SO54754,2013-03-20,55.0,1.0,55.0,,,,7.0
SO54754,2013-03-20,8.0,1.0,8.0,,,,7.0
SO54755,2013-03-20,22.0,1.0,22.0,,,,7.0
SO54755,2013-03-20,8.0,1.0,8.0,,,,7.0
SO54756,2013-03-20,769.0,1.0,769.0,,,,7.0
SO54756,2013-03-20,70.0,1.0,70.0,,,,7.0
SO54757,2013-03-20,2295.0,1.0,2295.0,,,,7.0
SO54757,2013-03-20,10.0,1.0,10.0,,,,7.0
SO54757,2013-03-20,35.0,1.0,35.0,,,,7.0
SO54758,2013-03-20,1215.0,1.0,1215.0,,Germany,AW00026930,7.0
SO54758,2013-03-20,5.0,1.0,5.0,,Germany,AW00026930,7.0
SO54758,2013-03-20,9.0,1.0,9.0,,Germany,AW00026930,7.0
SO54758,2013-03-20,35.0,1.0,35.0,,Germany,AW00026930,7.0
SO54759,2013-03-20,769.0,1.0,769.0,,Australia,AW00016701,7.0
SO54759,2013-03-20,9.0,1.0,9.0,,Australia,AW00016701,7.0
SO54759,2013-03-20,70.0,1.0,70.0,,Australia,AW00016701,7.0
SO54760,2013-03-20,2443.0,1.0,2443.0,,Australia,AW00016741,7.0
SO54760,2013-03-20,35.0,1.0,35.0,,Australia,AW00016741,7.0
SO54761,2013-03-20,2443.0,1.0,2443.0,,Australia,AW00018731,7.0
SO54761,2013-03-20,8.0,1.0,8.0,,Australia,AW00018731,7.0
SO54761,2013-03-20,24.0,1.0,24.0,,Australia,AW00018731,7.0
SO54762,2013-03-20,2443.0,1.0,2443.0,,Australia,AW00018718,7.0
SO54762,2013-03-20,9.0,1.0,9.0,,Australia,AW00018718,7.0
SO54762,2013-03-20,5.0,1.0,5.0,,Australia,AW00018718,7.0
SO54763,2013-03-20,540.0,1.0,540.0,,United States,AW00022543,7.0
SO54763,2013-03-20,5.0,1.0,5.0,,United States,AW00022543,7.0
SO54763,2013-03-20,9.0,1.0,9.0,,United States,AW00022543,7.0
SO54763,2013-03-20,9.0,1.0,9.0,,United States,AW00022543,7.0
SO54764,2013-03-20,540.0,1.0,540.0,,Canada,AW00024960,7.0
SO54764,2013-03-20,4.0,1.0,4.0,,Canada,AW00024960,7.0
SO54764,2013-03-20,21.0,1.0,21.0,,Canada,AW00024960,7.0
SO54765,2013-03-20,1120.0,1.0,1120.0,,United States,AW00019725,7.0
SO54765,2013-03-20,24.0,1.0,24.0,,United States,AW00019725,7.0
SO54765,2013-03-20,35.0,1.0,35.0,,United States,AW00019725,7.0
SO54766,2013-03-20,1120.0,1.0,1120.0,,United States,AW00019537,7.0
SO54766,2013-03-20,35.0,1.0,35.0,,United States,AW00019537,7.0
SO54767,2013-03-20,540.0,1.0,540.0,,France,AW00021064,7.0
SO54767,2013-03-20,9.0,1.0,9.0,,France,AW00021064,7.0
SO54767,2013-03-20,5.0,1.0,5.0,,France,AW00021064,7.0
SO54768,2013-03-20,540.0,1.0,540.0,,United Kingdom,AW00025727,7.0
SO54769,2013-03-20,742.0,1.0,742.0,,,,7.0
SO54769,2013-03-20,9.0,1.0,9.0,,,,7.0
SO54769,2013-03-20,5.0,1.0,5.0,,,,7.0
SO54769,2013-03-20,35.0,1.0,35.0,,,,7.0
SO54770,2013-03-21,2295.0,1.0,2295.0,,,,7.0
SO54770,2013-03-21,22.0,1.0,22.0,,,,7.0
SO54771,2013-03-21,25.0,1.0,25.0,,,,7.0
SO54771,2013-03-21,4.0,1.0,4.0,,,,7.0
SO54772,2013-03-21,33.0,1.0,33.0,,Australia,AW00016613,7.0
SO54772,2013-03-21,2.0,1.0,2.0,,Australia,AW00016613,7.0
SO54773,2013-03-21,24.0,1.0,24.0,,,,7.0
SO54773,2013-03-21,35.0,1.0,35.0,,,,7.0
SO54774,2013-03-21,1701.0,1.0,1701.0,,France,AW00023763,7.0
SO54774,2013-03-21,35.0,1.0,35.0,,France,AW00023763,7.0
SO54775,2013-03-21,54.0,1.0,54.0,,,,7.0
SO54775,2013-03-21,9.0,1.0,9.0,,,,7.0
SO54776,2013-03-21,25.0,1.0,25.0,,United States,AW00028806,7.0
SO54776,2013-03-21,4.0,1.0,4.0,,United States,AW00028806,7.0
SO54776,2013-03-21,35.0,1.0,35.0,,United States,AW00028806,7.0
SO54777,2013-03-21,29.0,1.0,29.0,,United States,AW00026264,7.0
SO54777,2013-03-21,2.0,1.0,2.0,,United States,AW00026264,7.0
SO54778,2013-03-21,25.0,1.0,25.0,,United States,AW00026517,7.0
SO54779,2013-03-21,21.0,1.0,21.0,,United States,AW00027753,7.0
SO54779,2013-03-21,4.0,1.0,4.0,,United States,AW00027753,7.0
SO54780,2013-03-21,4.0,1.0,4.0,,United States,AW00024424,7.0
SO54780,2013-03-21,33.0,1.0,33.0,,United States,AW00024424,7.0
SO54780,2013-03-21,159.0,1.0,159.0,,United States,AW00024424,7.0
SO54780,2013-03-21,54.0,1.0,54.0,,United States,AW00024424,7.0
SO54781,2013-03-21,30.0,1.0,30.0,,United States,AW00023153,7.0
SO54781,2013-03-21,5.0,1.0,5.0,,United States,AW00023153,7.0
SO54782,2013-03-21,30.0,1.0,30.0,,United States,AW00022883,7.0
SO54783,2013-03-21,30.0,1.0,30.0,,Canada,AW00017483,7.0
SO54783,2013-03-21,2.0,1.0,2.0,,Canada,AW00017483,7.0
SO54784,2013-03-21,30.0,1.0,30.0,,United States,AW00023696,7.0
SO54784,2013-03-21,5.0,1.0,5.0,,United States,AW00023696,7.0
SO54784,2013-03-21,22.0,1.0,22.0,,United States,AW00023696,7.0
SO54784,2013-03-21,5.0,1.0,5.0,,United States,AW00023696,7.0
SO54784,2013-03-21,10.0,1.0,10.0,,United States,AW00023696,7.0
SO54784,2013-03-21,2.0,1.0,2.0,,United States,AW00023696,7.0
SO54784,2013-03-21,159.0,1.0,159.0,,United States,AW00023696,7.0
SO54785,2013-03-21,5.0,1.0,5.0,,Canada,AW00024995,7.0
SO54786,2013-03-21,5.0,1.0,5.0,,United States,AW00016991,7.0
SO54786,2013-03-21,35.0,1.0,35.0,,United States,AW00016991,7.0
SO54787,2013-03-21,5.0,1.0,5.0,,Canada,AW00027607,7.0
SO54787,2013-03-21,2.0,1.0,2.0,,Canada,AW00027607,7.0
SO54788,2013-03-21,5.0,1.0,5.0,,United States,AW00016750,7.0
SO54788,2013-03-21,2.0,1.0,2.0,,United States,AW00016750,7.0
SO54789,2013-03-21,5.0,1.0,5.0,,Canada,AW00023503,7.0
SO54789,2013-03-21,2.0,1.0,2.0,,Canada,AW00023503,7.0
SO54790,2013-03-21,5.0,1.0,5.0,,United States,AW00015759,7.0
SO54790,2013-03-21,35.0,1.0,35.0,,United States,AW00015759,7.0
SO54790,2013-03-21,50.0,1.0,50.0,,United States,AW00015759,7.0
SO54791,2013-03-21,22.0,1.0,22.0,,,,7.0
SO54792,2013-03-21,70.0,1.0,70.0,,,,7.0
SO54793,2013-03-21,25.0,1.0,25.0,,Germany,AW00017783,7.0
SO54794,2013-03-21,10.0,1.0,10.0,,,,7.0
SO54794,2013-03-21,35.0,1.0,35.0,,,,7.0
SO54795,2013-03-21,4.0,1.0,4.0,,France,AW00020178,7.0
SO54796,2013-03-21,5.0,1.0,5.0,,France,AW00019182,7.0
SO54796,2013-03-21,35.0,1.0,35.0,,France,AW00019182,7.0
SO54797,2013-03-21,5.0,1.0,5.0,,,,7.0
SO54797,2013-03-21,35.0,1.0,35.0,,,,7.0
SO54797,2013-03-21,55.0,1.0,55.0,,,,7.0
SO54798,2013-03-21,22.0,1.0,22.0,,Canada,AW00018314,7.0
SO54798,2013-03-21,35.0,1.0,35.0,,Canada,AW00018314,7.0
SO54799,2013-03-21,22.0,1.0,22.0,,Canada,AW00017468,7.0
SO54799,2013-03-21,5.0,1.0,5.0,,Canada,AW00017468,7.0
SO54799,2013-03-21,10.0,1.0,10.0,,Canada,AW00017468,7.0
SO54799,2013-03-21,35.0,1.0,35.0,,Canada,AW00017468,7.0
SO54800,2013-03-21,2443.0,1.0,2443.0,,United States,AW00020323,7.0
SO54800,2013-03-21,5.0,1.0,5.0,,United States,AW00020323,7.0
SO54800,2013-03-21,9.0,1.0,9.0,,United States,AW00020323,7.0
SO54800,2013-03-21,35.0,1.0,35.0,,United States,AW00020323,7.0
SO54801,2013-03-21,2295.0,1.0,2295.0,,,,7.0
SO54801,2013-03-21,22.0,1.0,22.0,,,,7.0
SO54801,2013-03-21,55.0,1.0,55.0,,,,7.0
SO54801,2013-03-21,8.0,1.0,8.0,,,,7.0
SO54802,2013-03-21,2295.0,1.0,2295.0,,,,7.0
SO54802,2013-03-21,5.0,1.0,5.0,,,,7.0
SO54802,2013-03-21,35.0,1.0,35.0,,,,7.0
SO54802,2013-03-21,2.0,1.0,2.0,,,,7.0
SO54803,2013-03-21,2320.0,1.0,2320.0,,,,7.0
SO54803,2013-03-21,35.0,1.0,35.0,,,,7.0
SO54803,2013-03-21,5.0,1.0,5.0,,,,7.0
SO54803,2013-03-21,35.0,1.0,35.0,,,,7.0
SO54803,2013-03-21,24.0,1.0,24.0,,,,7.0
SO54804,2013-03-21,2443.0,1.0,2443.0,,Australia,AW00018691,7.0
SO54804,2013-03-21,5.0,1.0,5.0,,Australia,AW00018691,7.0
SO54804,2013-03-21,9.0,1.0,9.0,,Australia,AW00018691,7.0
SO54804,2013-03-21,35.0,1.0,35.0,,Australia,AW00018691,7.0
SO54805,2013-03-21,540.0,1.0,540.0,,Australia,AW00020423,7.0
SO54805,2013-03-21,35.0,1.0,35.0,,Australia,AW00020423,7.0
SO54805,2013-03-21,24.0,1.0,24.0,,Australia,AW00020423,7.0
SO54806,2013-03-21,540.0,1.0,540.0,,Australia,AW00026768,7.0
SO54806,2013-03-21,5.0,1.0,5.0,,Australia,AW00026768,7.0
SO54806,2013-03-21,9.0,1.0,9.0,,Australia,AW00026768,7.0
SO54806,2013-03-21,35.0,1.0,35.0,,Australia,AW00026768,7.0
SO54807,2013-03-21,2443.0,1.0,2443.0,,Australia,AW00018736,7.0
SO54807,2013-03-21,5.0,1.0,5.0,,Australia,AW00018736,7.0
SO54807,2013-03-21,9.0,1.0,9.0,,Australia,AW00018736,7.0
SO54808,2013-03-21,2443.0,1.0,2443.0,,Australia,AW00016745,7.0
SO54809,2013-03-21,2320.0,1.0,2320.0,,,,7.0
SO54810,2013-03-21,2295.0,1.0,2295.0,,,,7.0
SO54811,2013-03-21,1215.0,1.0,1215.0,,United States,AW00025198,7.0
SO54811,2013-03-21,35.0,1.0,35.0,,United States,AW00025198,7.0
SO54812,2013-03-21,2384.0,1.0,2384.0,,United States,AW00024680,7.0
SO54812,2013-03-21,5.0,1.0,5.0,,United States,AW00024680,7.0
SO54812,2013-03-21,29.0,1.0,29.0,,United States,AW00024680,7.0
SO54813,2013-03-21,540.0,1.0,540.0,,United States,AW00021940,7.0
SO54813,2013-03-21,21.0,1.0,21.0,,United States,AW00021940,7.0
SO54813,2013-03-21,2.0,1.0,2.0,,United States,AW00021940,7.0
SO54813,2013-03-21,8.0,1.0,8.0,,United States,AW00021940,7.0
SO54814,2013-03-21,540.0,1.0,540.0,,Canada,AW00025048,7.0
SO54814,2013-03-21,64.0,1.0,64.0,,Canada,AW00025048,7.0
SO54815,2013-03-21,1120.0,1.0,1120.0,,United States,AW00019678,7.0
SO54816,2013-03-21,1120.0,1.0,1120.0,,Germany,AW00019496,7.0
SO54816,2013-03-21,35.0,1.0,35.0,,Germany,AW00019496,7.0
SO54817,2013-03-21,540.0,1.0,540.0,,Germany,AW00022486,7.0
SO54817,2013-03-21,9.0,1.0,9.0,,Germany,AW00022486,7.0
SO54817,2013-03-21,5.0,1.0,5.0,,Germany,AW00022486,7.0
SO54817,2013-03-21,35.0,1.0,35.0,,Germany,AW00022486,7.0
SO54818,2013-03-21,540.0,1.0,540.0,,United Kingdom,AW00025655,7.0
SO54818,2013-03-21,21.0,1.0,21.0,,United Kingdom,AW00025655,7.0
SO54818,2013-03-21,2.0,1.0,2.0,,United Kingdom,AW00025655,7.0
SO54818,2013-03-21,8.0,1.0,8.0,,United Kingdom,AW00025655,7.0
SO54819,2013-03-21,2384.0,1.0,2384.0,,,,7.0
SO54819,2013-03-21,5.0,1.0,5.0,,,,7.0
SO54819,2013-03-21,9.0,1.0,9.0,,,,7.0
SO54820,2013-03-21,2384.0,1.0,2384.0,,,,7.0
SO54820,2013-03-21,35.0,1.0,35.0,,,,7.0
SO54821,2013-03-22,1120.0,1.0,1120.0,,Australia,AW00016517,7.0
SO54822,2013-03-22,2320.0,1.0,2320.0,,,,7.0
SO54822,2013-03-22,120.0,1.0,120.0,,,,7.0
SO54823,2013-03-22,25.0,1.0,25.0,,,,7.0
SO54823,2013-03-22,5.0,1.0,5.0,,,,7.0
SO54823,2013-03-22,35.0,1.0,35.0,,,,7.0
SO54823,2013-03-22,24.0,1.0,24.0,,,,7.0
SO54824,2013-03-22,35.0,1.0,35.0,,,,7.0
SO54824,2013-03-22,50.0,1.0,50.0,,,,7.0
SO54825,2013-03-22,9.0,1.0,9.0,,,,7.0
SO54826,2013-03-22,9.0,1.0,9.0,,Australia,AW00017323,7.0
SO54827,2013-03-22,2320.0,1.0,2320.0,,,,7.0
SO54827,2013-03-22,10.0,1.0,10.0,,,,7.0
SO54827,2013-03-22,5.0,1.0,5.0,,,,7.0
SO54827,2013-03-22,35.0,1.0,35.0,,,,7.0
SO54828,2013-03-22,24.0,1.0,24.0,,,,7.0
SO54828,2013-03-22,35.0,1.0,35.0,,,,7.0
SO54829,2013-03-22,2.0,1.0,2.0,,United States,AW00028330,7.0
SO54829,2013-03-22,8.0,1.0,8.0,,United States,AW00028330,7.0
SO54830,2013-03-22,4.0,1.0,4.0,,United States,AW00027727,7.0
SO54830,2013-03-22,2.0,1.0,2.0,,United States,AW00027727,7.0
SO54831,2013-03-22,50.0,1.0,50.0,,Canada,AW00011091,7.0
SO54831,2013-03-22,24.0,1.0,24.0,,Canada,AW00011091,7.0
SO54832,2013-03-22,21.0,1.0,21.0,,United States,AW00027526,7.0
SO54832,2013-03-22,2.0,1.0,2.0,,United States,AW00027526,7.0
SO54833,2013-03-22,25.0,1.0,25.0,,United States,AW00028623,7.0
SO54833,2013-03-22,2.0,1.0,2.0,,United States,AW00028623,7.0
SO54834,2013-03-22,5.0,1.0,5.0,,,,7.0
SO54835,2013-03-22,33.0,1.0,33.0,,United States,AW00024941,7.0
SO54836,2013-03-22,33.0,1.0,33.0,,,,7.0
SO54836,2013-03-22,35.0,1.0,35.0,,,,7.0
SO54836,2013-03-22,24.0,1.0,24.0,,,,7.0
SO54837,2013-03-22,29.0,1.0,29.0,,,,7.0
SO54837,2013-03-22,5.0,1.0,5.0,,,,7.0
SO54837,2013-03-22,2.0,1.0,2.0,,,,7.0
SO54838,2013-03-22,4.0,1.0,4.0,,United States,AW00024411,7.0
SO54838,2013-03-22,33.0,1.0,33.0,,United States,AW00024411,7.0
SO54838,2013-03-22,35.0,1.0,35.0,,United States,AW00024411,7.0
SO54839,2013-03-22,30.0,1.0,30.0,,United States,AW00022145,7.0
SO54839,2013-03-22,5.0,1.0,5.0,,United States,AW00022145,7.0
